,OutcomeType,SexUponOutcome,Breed,Color,Age
6343,0,Intact Male,Rat Terrier Mix,Black/Tan,0.5
6344,0,Intact Female,Border Collie Mix,Black/White,0.5
6345,1,Intact Male,Pit Bull Mix,White/Black,0.5
6346,0,Intact Female,Labrador Retriever Mix,Black/White,0.5
6347,0,Intact Female,Boxer Mix,Brown Brindle,0.5
6348,1,Spayed Female,Chihuahua Longhair Mix,Chocolate,0.5
6349,1,Spayed Female,Chihuahua Shorthair/Dachshund,Black/Tan,0.5
6350,1,Neutered Male,Chihuahua Shorthair Mix,White/Brown,0.5
6351,1,Spayed Female,Labrador Retriever Mix,White/Black,0.5
6352,0,Intact Male,Australian Shepherd Mix,Brown/White,0.5
6353,1,Neutered Male,Border Collie Mix,Black,0.5
6354,0,Intact Female,Labrador Retriever Mix,Brown,0.5
6355,1,Neutered Male,Dachshund Mix,Brown,0.5
6356,1,Spayed Female,Chihuahua Shorthair Mix,Fawn/White,0.5
6357,1,Neutered Male,Chihuahua Shorthair Mix,Brown/Black,0.5
6358,1,Spayed Female,Labrador Retriever Mix,Brown/White,0.5
6359,1,Spayed Female,Labrador Retriever Mix,Black,0.5
6360,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6361,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6362,1,Spayed Female,Cairn Terrier Mix,Tan,0.5
6363,0,Intact Female,Pit Bull Mix,Blue/White,0.5
6364,0,Intact Male,Pit Bull Mix,Blue,0.5
6365,0,Intact Male,Pit Bull Mix,Blue,0.5
6366,0,Intact Female,Pit Bull Mix,Blue,0.5
6367,0,Intact Male,Labrador Retriever Mix,Black,0.5
6368,0,Intact Female,Chihuahua Shorthair Mix,Fawn/White,0.5
6369,1,Spayed Female,Australian Cattle Dog Mix,White/Brown Brindle,0.5
6370,1,Neutered Male,Border Collie Mix,Black/White,0.5
6371,0,Neutered Male,Pit Bull Mix,Brown/White,0.5
6372,1,Neutered Male,German Shepherd Mix,Brown/Black,0.5
6373,1,Spayed Female,Plott Hound Mix,Brown Brindle,0.5
6374,1,Neutered Male,Chihuahua Shorthair Mix,Black/White,0.5
6375,1,Spayed Female,Pit Bull Mix,White/Black,0.5
6376,1,Neutered Male,Plott Hound Mix,Brown Brindle,0.5
6377,1,Neutered Male,Dachshund Mix,Black,0.5
6378,1,Spayed Female,Chihuahua Shorthair Mix,Red,0.5
6379,1,Spayed Female,German Shepherd Mix,Black,0.5
6380,0,Intact Male,Labrador Retriever,Buff,0.5
6381,1,Neutered Male,Plott Hound Mix,Brown Brindle/White,0.5
6382,1,Neutered Male,Plott Hound Mix,Black/White,0.5
6383,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6384,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,0.5
6385,1,Spayed Female,Pit Bull Mix,Red,0.5
6386,1,Spayed Female,Chihuahua Shorthair Mix,Brown/Tan,0.5
6387,1,Spayed Female,Labrador Retriever Mix,Cream,0.5
6388,1,Neutered Male,Siberian Husky Mix,Black/White,0.5
6389,1,Spayed Female,Australian Cattle Dog Mix,Black/White,0.5
6390,1,Spayed Female,Chihuahua Shorthair Mix,Sable,0.5
6391,1,Spayed Female,Australian Cattle Dog Mix,Black/White,0.5
6392,0,Intact Female,German Shepherd Mix,Brown/Black,0.5
6393,0,Intact Female,Pit Bull Mix,Black,0.5
6394,1,Neutered Male,Chihuahua Shorthair/Dachshund,Brown,0.5
6395,0,Spayed Female,Great Pyrenees Mix,White,0.5
6396,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6397,1,Spayed Female,Australian Cattle Dog Mix,Tan/White,0.5
6398,1,Spayed Female,Border Collie Mix,Black/White,0.5
6399,0,Neutered Male,Chihuahua Shorthair Mix,Black/White,0.5
6400,0,Spayed Female,Boxer Mix,Black/White,0.5
6401,1,Neutered Male,Pit Bull,White,0.5
6402,0,Neutered Male,Pit Bull Mix,Black/White,0.5
6403,0,Intact Male,Pit Bull Mix,Black,0.5
6404,1,Spayed Female,Australian Cattle Dog Mix,Tricolor,0.5
6405,1,Spayed Female,Rat Terrier Mix,White/Tan,0.5
6406,1,Neutered Male,Pit Bull Mix,Brown,0.5
6407,1,Spayed Female,German Shepherd Mix,Brown/Tan,0.5
6408,1,Neutered Male,German Shepherd Mix,Black/Tan,0.5
6409,1,Neutered Male,Pointer Mix,Black/White,0.5
6410,1,Spayed Female,Pit Bull Mix,Fawn/White,0.5
6411,1,Neutered Male,Pit Bull Mix,Red/White,0.5
6412,0,Intact Female,Black Mouth Cur Mix,Brown/Black,0.5
6413,1,Neutered Male,Labrador Retriever Mix,Chocolate/White,0.5
6414,1,Spayed Female,German Shepherd Mix,Tan/Black,0.5
6415,0,Intact Female,Labrador Retriever Mix,Black/White,0.5
6416,0,Intact Female,Great Pyrenees Mix,White,0.5
6417,0,Intact Male,Pit Bull Mix,Black/White,0.5
6418,1,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,0.5
6419,1,Neutered Male,Australian Cattle Dog Mix,Brown/White,0.5
6420,1,Spayed Female,Pit Bull,White,0.5
6421,1,Spayed Female,Boxer Mix,White/Brown,0.5
6422,1,Neutered Male,Great Pyrenees Mix,White,0.5
6423,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6424,1,Spayed Female,Border Collie Mix,Black/White,0.5
6425,1,Spayed Female,Anatol Shepherd Mix,Tan/White,0.5
6426,1,Neutered Male,Labrador Retriever Mix,White/Black,0.5
6427,1,Spayed Female,Boxer Mix,Brown Brindle,0.5
6428,1,Spayed Female,Chihuahua Shorthair Mix,Black,0.5
6429,1,Spayed Female,Plott Hound Mix,Brown Brindle/White,0.5
6430,1,Spayed Female,Labrador Retriever Mix,Black,0.5
6431,0,Neutered Male,Chihuahua Longhair Mix,White/Black,0.5
6432,1,Spayed Female,Border Collie Mix,Brown/Tan,0.5
6433,1,Neutered Male,Rat Terrier Mix,Tricolor,0.5
6434,1,Neutered Male,Plott Hound Mix,Brown Brindle,0.5
6435,1,Neutered Male,Pit Bull Mix,Tan/White,0.5
6436,1,Neutered Male,German Shepherd Mix,Tricolor,0.5
6437,0,Intact Male,Pit Bull Mix,Black,0.5
6438,1,Neutered Male,Dachshund Mix,Tricolor,0.5
6439,1,Neutered Male,Australian Cattle Dog Mix,Brown,0.5
6440,0,Intact Male,Labrador Retriever,Tan/White,0.5
6441,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6442,0,Spayed Female,Boxer Mix,White,0.5
6443,1,Spayed Female,Pointer Mix,White/Black,0.5
6444,1,Spayed Female,Labrador Retriever Mix,White,0.5
6445,0,Intact Male,Pit Bull Mix,White/Brown,0.5
6446,1,Neutered Male,Dachshund Mix,Brown/Black,0.5
6447,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6448,1,Spayed Female,Chihuahua Shorthair Mix,White,0.5
6449,0,Intact Female,German Shepherd Mix,Brown/Black,0.5
6450,1,Neutered Male,Chihuahua Shorthair Mix,Black/Tricolor,0.5
6451,1,Neutered Male,Labrador Retriever Mix,White/Black,0.5
6452,1,Spayed Female,Beagle Mix,White,0.5
6453,1,Spayed Female,Pointer Mix,White/Tan,0.5
6454,1,Spayed Female,Pit Bull Mix,Brown Brindle/White,0.5
6455,0,Neutered Male,Dachshund Mix,Brown/White,0.5
6456,1,Spayed Female,Boxer Mix,Brown Brindle/White,0.5
6457,1,Spayed Female,Labrador Retriever Mix,Brown,0.5
6458,1,Neutered Male,Pointer Mix,Black/White,0.5
6459,0,Intact Female,Labrador Retriever,Black,0.5
6460,1,Spayed Female,Australian Shepherd Mix,Black/Tan,0.5
6461,1,Spayed Female,Australian Cattle Dog Mix,Brown/White,0.5
6462,1,Spayed Female,Border Collie Mix,Tricolor,0.5
6463,1,Neutered Male,German Shepherd Mix,Brown,0.5
6464,1,Spayed Female,Cairn Terrier Mix,Buff,0.5
6465,1,Spayed Female,Chihuahua Shorthair Mix,White/Tan,0.5
6466,1,Spayed Female,Pit Bull Mix,Chocolate/White,0.5
6467,0,Intact Female,Australian Cattle Dog Mix,Chocolate/White,0.5
6468,0,Intact Female,Australian Cattle Dog Mix,Red/White,0.5
6469,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6470,0,Neutered Male,Boxer Mix,Brown/White,0.5
6471,1,Spayed Female,Labrador Retriever Mix,Brown/Black,0.5
6472,0,Spayed Female,Black Mouth Cur Mix,Tan,0.5
6473,1,Spayed Female,Labrador Retriever Mix,Brown,0.5
6474,1,Spayed Female,Labrador Retriever Mix,Blue,0.5
6475,1,Neutered Male,German Shepherd Mix,Brown/Black,0.5
6476,0,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6477,1,Spayed Female,Pit Bull Mix,Blue/White,0.5
6478,1,Spayed Female,Labrador Retriever Mix,Black/Brown,0.5
6479,1,Intact Male,Australian Cattle Dog Mix,Brown/White,0.5
6480,1,Neutered Male,Australian Cattle Dog Mix,Black/White,0.5
6481,0,Spayed Female,Pit Bull Mix,Black/White,0.5
6482,1,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,0.5
6483,0,Intact Male,Australian Cattle Dog Mix,Red/White,0.5
6484,1,Neutered Male,Labrador Retriever Mix,Tan/White,0.5
6485,1,Spayed Female,Pit Bull Mix,Chocolate/White,0.5
6486,0,Intact Female,Australian Cattle Dog Mix,White/Black,0.5
6487,1,Intact Female,German Shepherd Mix,White,0.5
6488,1,Neutered Male,Pit Bull Mix,Brown Brindle/White,0.5
6489,1,Spayed Female,Labrador Retriever Mix,Tan/White,0.5
6490,1,Spayed Female,German Shepherd Mix,Tan/Black,0.5
6491,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6492,1,Spayed Female,Miniature Poodle Mix,Black,0.5
6493,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,0.5
6494,1,Neutered Male,Cairn Terrier Mix,Tan/White,0.5
6495,1,Neutered Male,Great Pyrenees Mix,Cream,0.5
6496,1,Neutered Male,Labrador Retriever Mix,Black,0.5
6497,1,Neutered Male,Pointer Mix,Black/White,0.5
6498,1,Neutered Male,Labrador Retriever Mix,Black,0.5
6499,1,Neutered Male,Dachshund Mix,Brown,0.5
6500,0,Spayed Female,Chihuahua Shorthair Mix,Brown,0.5
6501,1,Spayed Female,Cairn Terrier Mix,Tan/White,0.5
6502,0,Intact Male,Chihuahua Shorthair Mix,Tricolor,0.5
6503,1,Spayed Female,German Shepherd Mix,Brown/Black,0.5
6504,1,Neutered Male,Pit Bull Mix,Tricolor,0.5
6505,1,Spayed Female,Labrador Retriever Mix,Tan/White,0.5
6506,1,Neutered Male,Miniature Schnauzer Mix,Black/Brown,0.5
6507,0,Intact Male,Pit Bull Mix,White,0.5
6508,0,Intact Female,Great Pyrenees Mix,Yellow,0.5
6509,1,Spayed Female,Miniature Schnauzer Mix,Black,0.5
6510,1,Neutered Male,Australian Shepherd Mix,Brown/White,0.5
6511,1,Intact Female,Labrador Retriever Mix,Black/White,0.5
6512,0,Unknown,Cairn Terrier Mix,Tan,0.5
6513,0,Intact Male,Great Pyrenees Mix,White,0.5
6514,1,Spayed Female,Pit Bull Mix,Brown/White,0.5
6515,0,Intact Male,Labrador Retriever Mix,Chocolate,0.5
6516,0,Intact Female,Labrador Retriever Mix,Black/White,0.5
6517,0,Spayed Female,Plott Hound Mix,Sable,0.5
6518,0,Intact Male,Chihuahua Shorthair,Tan,0.5
6519,1,Neutered Male,German Shepherd,Brown/Black,0.5
6520,0,Neutered Male,Cairn Terrier Mix,Brown/White,0.5
6521,1,Spayed Female,Pit Bull Mix,Brown Brindle/White,0.5
6522,0,Intact Male,Labrador Retriever Mix,Chocolate/White,0.5
6523,0,Intact Female,German Shepherd Mix,Brown/Black,0.5
6524,1,Spayed Female,German Shepherd Mix,Brown/Black,0.5
6525,0,Intact Male,Pit Bull Mix,Blue/White,0.5
6526,0,Intact Male,Chihuahua Shorthair Mix,Tan/White,0.5
6527,0,Intact Female,Pit Bull Mix,Black/White,0.5
6528,0,Spayed Female,Great Pyrenees Mix,White,0.5
6529,1,Spayed Female,Chihuahua Shorthair Mix,Black,0.5
6530,0,Intact Female,Yorkshire Terrier Mix,Black/Tan,0.5
6531,1,Spayed Female,Pit Bull Mix,Black/White,0.5
6532,1,Spayed Female,Labrador Retriever Mix,Yellow,0.5
6533,1,Spayed Female,Pit Bull Mix,Brown Brindle/White,0.5
6534,1,Spayed Female,Jack Russell Terrier Mix,Tricolor,0.5
6535,1,Neutered Male,Boxer Mix,Black/White,0.5
6536,0,Intact Male,Labrador Retriever Mix,Red,0.5
6537,1,Intact Female,Pit Bull Mix,Brown/Black,0.5
6538,0,Intact Male,Labrador Retriever Mix,Black/White,0.5
6539,0,Intact Male,German Shepherd Mix,Black/Tan,0.5
6540,0,Intact Male,Pit Bull Mix,Brown/White,0.5
6541,0,Intact Female,Boxer Mix,Brown/White,0.5
6542,0,Intact Female,Labrador Retriever Mix,Black,0.5
6543,0,Spayed Female,Pit Bull Mix,White/Brown,0.5
6544,0,Intact Male,Labrador Retriever Mix,White/Brown,0.5
6545,1,Neutered Male,Jack Russell Terrier Mix,Tricolor,0.5
6546,1,Spayed Female,Jack Russell Terrier Mix,Tricolor,0.5
6547,1,Spayed Female,Border Collie Mix,Black/White,0.5
6548,0,Intact Male,Chihuahua Shorthair Mix,White/Brown,0.5
6549,1,Spayed Female,Australian Shepherd Mix,Tricolor,0.5
6550,0,Intact Male,Labrador Retriever Mix,Black/White,0.5
6551,1,Neutered Male,Border Collie Mix,Black/White,0.5
6552,0,Intact Male,Chihuahua Shorthair Mix,Tan,0.5
6553,1,Spayed Female,Staffordshire Mix,Brown/White,0.5
6554,0,Intact Female,Chihuahua Shorthair Mix,Black/White,0.5
6555,0,Intact Male,Beagle Mix,Tan/White,0.5
6556,0,Intact Male,Rat Terrier Mix,Black/White,0.5
6557,0,Intact Male,Pit Bull Mix,Brown/White,0.5
6558,0,Intact Female,Pit Bull Mix,Blue,0.5
6559,0,Intact Female,German Shepherd,Black/Tricolor,0.5
6560,1,Neutered Male,Staffordshire Mix,White/Brown Brindle,0.5
6561,1,Spayed Female,Dachshund Mix,Red/White,0.5
6562,1,Spayed Female,Dachshund Mix,Red/White,0.5
6563,1,Spayed Female,Plott Hound Mix,Black/White,0.5
6564,0,Intact Male,Chihuahua Shorthair Mix,Black/Brown,0.5
6565,0,Intact Male,German Shepherd Mix,White/Brown,0.5
6566,1,Neutered Male,German Shepherd Mix,Black/Brown,0.5
6567,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.5
6568,1,Neutered Male,Great Pyrenees Mix,White,0.5
6569,1,Neutered Male,Miniature Schnauzer Mix,Black/Brown,0.5
6570,0,Intact Female,Pit Bull Mix,Blue/White,0.5
6571,1,Spayed Female,Great Pyrenees Mix,White/Brown Brindle,0.5
6572,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6573,0,Intact Male,Chihuahua Shorthair Mix,White/Brown,0.5
6574,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6575,1,Spayed Female,German Shepherd,White,0.5
6576,1,Neutered Male,Pit Bull Mix,White/Tan,0.5
6577,0,Unknown,Rat Terrier Mix,White/Brown,0.5
6578,0,Intact Male,Pit Bull Mix,Black,0.5
6579,1,Spayed Female,Border Collie Mix,White/Black,0.5
6580,1,Spayed Female,Labrador Retriever,Black/White,0.5
6581,1,Neutered Male,Pit Bull Mix,White/Black,0.5
6582,0,Intact Female,Chihuahua Shorthair Mix,White,0.5
6583,0,Spayed Female,German Shepherd Mix,Brown Brindle,0.5
6584,0,Intact Male,Pit Bull Mix,White/Brown,0.5
6585,0,Spayed Female,Chihuahua Longhair Mix,White,0.5
6586,0,Spayed Female,Staffordshire Mix,Blue/White,0.5
6587,1,Spayed Female,Chihuahua Shorthair/Dachshund,Tan,0.5
6588,1,Neutered Male,German Shepherd Mix,Black/Tan,0.5
6589,0,Intact Male,Beagle Mix,Tan/White,0.5
6590,0,Intact Female,Labrador Retriever Mix,Black,0.5
6591,0,Intact Female,Labrador Retriever Mix,Black,0.5
6592,0,Intact Female,Labrador Retriever Mix,Black,0.5
6593,0,Intact Male,Pit Bull Mix,Black/White,0.5
6594,1,Spayed Female,Anatol Shepherd Mix,Brown/Black,0.5
6595,1,Neutered Male,Jack Russell Terrier Mix,Black/Brown,0.5
6596,0,Intact Female,German Shepherd,Black/Brown,0.5
6597,1,Spayed Female,Labrador Retriever,White,0.5
6598,0,Intact Male,Pit Bull,Black/White,0.5
6599,0,Intact Male,German Shepherd Mix,Brown/Black,0.5
6600,1,Neutered Male,German Shepherd Mix,Black,0.5
6601,1,Spayed Female,Chihuahua Longhair Mix,Red,0.5
6602,1,Neutered Male,Jack Russell Terrier Mix,White/Black,0.5
6603,1,Neutered Male,Chihuahua Shorthair Mix,Brown/White,0.5
6604,1,Neutered Male,Chihuahua Shorthair Mix,White/Tan,0.5
6605,1,Spayed Female,Labrador Retriever Mix,Black,0.5
6606,0,Intact Female,Chihuahua Shorthair Mix,Tan,0.5
6607,1,Neutered Male,Jack Russell Terrier Mix,White/Brown,0.5
6608,1,Spayed Female,Rottweiler Mix,Black/Brown,0.5
6609,0,Spayed Female,Yorkshire Terrier Mix,White/Black,0.5
6610,1,Spayed Female,Staffordshire Mix,Black/White,0.5
6611,0,Intact Female,Chihuahua Shorthair Mix,Brown,0.5
6612,0,Intact Male,Chihuahua Shorthair Mix,White/Black,0.5
6613,0,Intact Female,Pit Bull Mix,White,0.5
6614,1,Spayed Female,Labrador Retriever Mix,Black,0.5
6615,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,0.5
6616,1,Spayed Female,Pit Bull Mix,Blue/White,0.5
6617,1,Spayed Female,Chihuahua Shorthair Mix,Brown,0.5
6618,1,Spayed Female,Catahoula Mix,Black/White,0.5
6619,0,Intact Male,Labrador Retriever Mix,Black,0.5
6620,0,Neutered Male,Jack Russell Terrier Mix,Black/White,0.5
6621,0,Intact Female,Labrador Retriever Mix,Black/White,0.5
6622,0,Neutered Male,Jack Russell Terrier Mix,Black/White,0.5
6623,0,Neutered Male,Jack Russell Terrier Mix,Black/White,0.5
6624,0,Neutered Male,Jack Russell Terrier Mix,White/Brown,0.5
6625,0,Neutered Male,Jack Russell Terrier Mix,Black/White,0.5
6626,1,Spayed Female,Australian Cattle Dog Mix,White/Brown,0.5
6627,0,Spayed Female,German Shepherd Mix,Black/Tan,0.5
6628,1,Neutered Male,Dachshund Mix,Red,0.5
6629,0,Intact Female,Boxer Mix,Brown,0.5
6630,0,Intact Male,Pit Bull,White,0.5
6631,1,Spayed Female,Border Collie Mix,Black/White,0.5
6632,1,Spayed Female,Australian Cattle Dog Mix,Black/White,0.5
6633,1,Neutered Male,Chihuahua Shorthair Mix,Black/White,0.5
6634,1,Neutered Male,German Shepherd Mix,Black/Tan,0.5
6635,1,Spayed Female,Labrador Retriever Mix,Tan/White,0.5
6636,0,Intact Male,Pit Bull Mix,Blue/White,0.5
6637,1,Spayed Female,Pit Bull Mix,Blue/White,0.5
6638,1,Spayed Female,German Shepherd Mix,Black/Brown,0.5
6639,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,0.5
6640,0,Intact Female,Cairn Terrier Mix,Black,0.5
6641,0,Intact Male,Chihuahua Shorthair Mix,White/Brown,0.5
6642,1,Spayed Female,Chihuahua Shorthair,Black/Tricolor,0.5
6643,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6644,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.5
6645,0,Intact Female,German Shepherd,Black/Brown,0.5
6646,1,Neutered Male,German Shepherd Mix,Buff,0.5
6647,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6648,0,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6649,0,Neutered Male,Labrador Retriever Mix,Black,0.5
6650,1,Spayed Female,Pit Bull Mix,Brown/White,0.5
6651,0,Intact Male,Labrador Retriever Mix,Black/White,0.5
6652,1,Spayed Female,Australian Shepherd Mix,Brown/White,0.5
6653,0,Intact Male,Chihuahua Shorthair Mix,Brown,0.5
6654,0,Intact Female,Chihuahua Shorthair Mix,Brown/White,0.5
6655,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.5
6656,0,Intact Male,Chihuahua Shorthair Mix,Tan/Black,0.5
6657,1,Spayed Female,Anatol Shepherd Mix,Tan/Black,0.5
6658,1,Spayed Female,Border Collie Mix,Black/White,0.5
6659,1,Spayed Female,Labrador Retriever Mix,Tan,0.5
6660,1,Spayed Female,Anatol Shepherd Mix,Tan/White,0.5
6661,1,Spayed Female,Labrador Retriever Mix,White/Black,0.5
6662,1,Intact Female,Pit Bull Mix,Blue/White,0.5
6663,1,Spayed Female,Labrador Retriever,Black/White,0.5
6664,0,Spayed Female,German Shepherd,Black/Brown,0.5
6665,0,Unknown,Cairn Terrier Mix,Buff,0.5
6666,1,Spayed Female,Chihuahua Shorthair Mix,Tan/White,0.5
6667,1,Spayed Female,Pointer Mix,White/Black,0.5
6668,1,Spayed Female,Chihuahua Shorthair Mix,Tricolor,0.5
6669,1,Neutered Male,Chihuahua Shorthair Mix,Brown,0.5
6670,1,Spayed Female,Plott Hound Mix,Brown/White,0.5
6671,1,Neutered Male,Plott Hound Mix,Chocolate/White,0.5
6672,0,Intact Female,Chihuahua Shorthair,Tan,0.5
6673,1,Neutered Male,Staffordshire Mix,Brown Brindle/White,0.5
6674,0,Intact Male,Chihuahua Shorthair Mix,Tan/White,0.5
6675,1,Neutered Male,Chihuahua Shorthair Mix,Black,0.5
6676,1,Spayed Female,Pit Bull Mix,Brown,0.5
6677,1,Spayed Female,Black Mouth Cur Mix,Tan,0.5
6678,1,Neutered Male,Cairn Terrier Mix,Tan,0.5
6679,1,Spayed Female,Catahoula Mix,Brown Brindle,0.5
6680,1,Neutered Male,German Shepherd Mix,Black/Tan,0.5
6681,1,Neutered Male,Labrador Retriever Mix,Brown,0.5
6682,1,Spayed Female,Boxer Mix,Brown,0.5
6683,1,Neutered Male,Dachshund Mix,Black/Tan,0.5
6684,1,Spayed Female,Labrador Retriever Mix,White/Brown,0.5
6685,1,Neutered Male,Labrador Retriever Mix,Black,0.5
6686,1,Neutered Male,Rat Terrier Mix,White/Brown,0.5
6687,1,Spayed Female,Labrador Retriever Mix,Brown/White,0.5
6688,0,Intact Male,Catahoula Mix,Brown/Tan,0.5
6689,1,Spayed Female,Australian Shepherd Mix,Black/White,0.5
6690,1,Neutered Male,Catahoula Mix,Tricolor,0.5
6691,0,Intact Female,Chihuahua Shorthair/Dachshund,Black/White,0.5
6692,1,Spayed Female,Siberian Husky Mix,Black/Tan,0.5
6693,1,Neutered Male,Boxer Mix,Brown/White,0.5
6694,0,Spayed Female,Labrador Retriever Mix,Yellow,0.5
6695,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6696,1,Spayed Female,Pit Bull Mix,Black/White,0.5
6697,1,Spayed Female,Boxer Mix,Brown,0.5
6698,0,Intact Female,German Shepherd Mix,Black/Brown,0.5
6699,0,Intact Male,German Shepherd Mix,Brown Brindle,0.5
6700,0,Intact Male,German Shepherd Mix,Brown,0.5
6701,1,Spayed Female,Labrador Retriever Mix,Tan,0.5
6702,1,Neutered Male,Cairn Terrier Mix,Tan,0.5
6703,1,Spayed Female,Labrador Retriever Mix,Brown/White,0.5
6704,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6705,1,Spayed Female,Pointer Mix,Black/White,0.5
6706,1,Spayed Female,Catahoula Mix,White/Black,0.5
6707,0,Neutered Male,Beagle Mix,White/Tan,0.5
6708,0,Intact Female,Labrador Retriever Mix,Tan/White,0.5
6709,1,Neutered Male,Siberian Husky Mix,Black/White,0.5
6710,1,Spayed Female,Anatol Shepherd Mix,Brown/White,0.5
6711,1,Spayed Female,Labrador Retriever Mix,Black,0.5
6712,1,Neutered Male,Pointer Mix,Chocolate/White,0.5
6713,0,Spayed Female,Labrador Retriever,Buff,0.5
6714,1,Neutered Male,Australian Cattle Dog Mix,Brown/White,0.5
6715,0,Neutered Male,Labrador Retriever Mix,Black,0.5
6716,1,Neutered Male,Pit Bull Mix,Brown Brindle/White,0.5
6717,1,Neutered Male,Australian Shepherd Mix,Tan,0.5
6718,1,Spayed Female,German Shepherd Mix,Tan/White,0.5
6719,0,Intact Female,Pit Bull Mix,Brown,0.5
6720,0,Intact Female,Labrador Retriever Mix,Black,0.5
6721,1,Neutered Male,Jack Russell Terrier Mix,Tricolor,0.5
6722,1,Neutered Male,Chihuahua Shorthair Mix,Tan/White,0.5
6723,1,Spayed Female,Chihuahua Shorthair Mix,Brown Brindle,0.5
6724,1,Neutered Male,Chihuahua Shorthair Mix,Sable/White,0.5
6725,1,Spayed Female,Chihuahua Shorthair Mix,Brown/White,0.5
6726,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6727,1,Neutered Male,German Shepherd Mix,Tricolor,0.5
6728,1,Neutered Male,Plott Hound Mix,Brown Brindle/White,0.5
6729,1,Neutered Male,Anatol Shepherd Mix,Brown/Black,0.5
6730,1,Spayed Female,Labrador Retriever Mix,Chocolate,0.5
6731,1,Spayed Female,Pit Bull Mix,Black/White,0.5
6732,1,Neutered Male,Rat Terrier Mix,Tan/White,0.5
6733,1,Neutered Male,Labrador Retriever Mix,Black/White,0.5
6734,1,Neutered Male,Miniature Schnauzer Mix,Tan/White,0.5
6735,1,Neutered Male,Boxer Mix,White/Brown Brindle,0.5
6736,1,Neutered Male,German Shepherd Mix,Black,0.5
6737,1,Spayed Female,Dachshund Mix,Tricolor,0.5
6738,1,Spayed Female,Labrador Retriever Mix,Brown,0.5
6739,0,Intact Female,Australian Cattle Dog Mix,Red,0.5
6740,1,Neutered Male,Rottweiler Mix,Black/White,0.5
6741,1,Neutered Male,Labrador Retriever Mix,Black,0.5
6742,0,Intact Male,Labrador Retriever Mix,Black/White,0.5
6743,1,Neutered Male,Chihuahua Shorthair Mix,Tan,0.5
6744,0,Neutered Male,Boxer Mix,Brown Brindle/White,0.5
6745,0,Intact Male,Pit Bull Mix,Black/White,0.5
6746,0,Intact Male,Pit Bull Mix,Black/White,0.5
6747,1,Neutered Male,Jack Russell Terrier Mix,White/Tan,0.5
6748,1,Neutered Male,Beagle Mix,Tricolor,0.5
6749,1,Spayed Female,Chihuahua Shorthair Mix,Black/White,0.5
6750,1,Neutered Male,Pit Bull Mix,Blue,0.5
6751,1,Spayed Female,Yorkshire Terrier Mix,Black/Tan,0.5
6752,1,Spayed Female,German Shepherd Mix,Tan/Black,0.5
6753,1,Spayed Female,Yorkshire Terrier Mix,Black/Tan,0.5
6754,1,Neutered Male,Pit Bull,Brown/White,0.5
6755,1,Neutered Male,Catahoula Mix,White/Tan,0.5
6756,1,Neutered Male,Beagle Mix,White/Tan,0.5
6757,1,Neutered Male,Labrador Retriever Mix,White/Tan,0.5
6758,1,Spayed Female,Rottweiler Mix,Black/Tan,0.5
6759,1,Spayed Female,Chihuahua Shorthair Mix,White/Brown,0.5
6760,0,Intact Male,German Shepherd Mix,White,0.5
6761,1,Spayed Female,Labrador Retriever Mix,Black,0.5
6762,1,Spayed Female,Chihuahua Longhair Mix,Tan/White,0.5
6763,1,Spayed Female,Chihuahua Shorthair Mix,Black/Brown,0.5
6764,1,Neutered Male,Chihuahua Shorthair Mix,Tan,0.5
6765,1,Spayed Female,Labrador Retriever Mix,Black/White,0.5
6766,1,Spayed Female,Pit Bull Mix,Brown Brindle/White,0.5
6767,0,Intact Male,Chihuahua Shorthair,Tan/Black,0.5
6768,0,Spayed Female,Chihuahua Longhair Mix,Brown,0.5
6769,1,Neutered Male,Rat Terrier Mix,White/Black,0.5
6770,1,Neutered Male,Anatol Shepherd Mix,Tan/Black,0.5
